ACTBASE GESTCOMP
LBPA02104 PAFA01004
LBPA02201 HBDD00701
LBPA02201 HBDD00801
LBPA02201 HBDD01401
LBPA02201 LBLP00101
LBPA02201 PAFA01001
LBPA02204 GELE00104
LBPA02204 HBDD00704
LBPA02204 HBDD00804
LBPA02204 HBDD01404
LBPA02204 LBLP00104
LBPA02204 PAFA01004
LBPA02301 HBDD00701
LBPA02301 HBDD00801
LBPA02301 HBDD01401
LBPA02301 LBLP00101
LBPA02301 PAFA01001
LBPA02304 GELE00104
LBPA02304 HBDD00704
LBPA02304 HBDD00804
LBPA02304 HBDD01404
LBPA02304 LBLP00104
LBPA02304 PAFA01004
LBPA02401 HBDD00701
LBPA02401 HBDD00801
LBPA02401 HBDD01401
LBPA02401 LBLP00101
LBPA02401 PAFA01001
LBPA02404 GELE00104
LBPA02404 HBDD00704
LBPA02404 HBDD00804
LBPA02404 HBDD01404
LBPA02404 LBLP00104
LBPA02404 PAFA01004
LBPA02501 LBLP00101
LBPA02501 PAFA01001
LBPA02504 GELE00104
LBPA02504 LBLP00104
LBPA02504 PAFA01004
LBPA02601 HBDD00701
LBPA02601 HBDD00801
LBPA02601 HBDD01401
LBPA02601 LBLP00101
LBPA02601 PAFA01001
LBPA02604 GELE00104
LBPA02604 HBDD00704
LBPA02604 HBDD00804
LBPA02604 HBDD01404
LBPA02604 LBLP00104
LBPA02604 PAFA01004
LBPA02701 HBDD00701
LBPA02701 HBDD00801
LBPA02701 HBDD01401
LBPA02701 LBLP00101
LBPA02701 PAFA01001
LBPA02704 GELE00104
LBPA02704 HBDD00704
LBPA02704 HBDD00804
LBPA02704 HBDD01404
LBPA02704 LBLP00104
LBPA02704 PAFA01004
LBPA02801 HBDD00701
LBPA02801 HBDD00801
LBPA02801 HBDD01401
LBPA02801 LBLP00101
LBPA02801 PAFA01001
LBPA02804 GELE00104
LBPA02804 HBDD00704
LBPA02804 HBDD00804
LBPA02804 HBDD01404
LBPA02804 LBLP00104
LBPA02804 PAFA01004
LBPA02901 HBDD00701
LBPA02901 HBDD00801
LBPA02901 HBDD01401
LBPA02901 LBLP00101
LBPA02901 PAFA01001
LBPA02904 GELE00104
LBPA02904 HBDD00704
LBPA02904 HBDD00804
LBPA02904 HBDD01404
LBPA02904 LBLP00104
LBPA02904 PAFA01004
LBPA03001 HBDD00701
LBPA03001 HBDD00801
LBPA03001 HBDD01401
LBPA03001 LBLP00101
LBPA03001 PAFA01001
LBPA03004 GELE00104
LBPA03004 HBDD00704
LBPA03004 HBDD00804
LBPA03004 HBDD01404
LBPA03004 LBLP00104
LBPA03004 PAFA01004
LBPA03101 HBDD00701
LBPA03101 HBDD00801
LBPA03101 HBDD01401
LBPA03101 LBLP00101
LBPA03101 PAFA01001
LBPA03104 GELE00104
LBPA03104 HBDD00704
LBPA03104 HBDD00804
LBPA03104 HBDD01404
LBPA03104 LBLP00104
LBPA03104 PAFA01004
LBPA03201 HBDD00701
LBPA03201 HBDD00801
LBPA03201 HBDD01401
LBPA03201 LBLP00101
LBPA03201 PAFA01001
LBPA03204 GELE00104
LBPA03204 HBDD00704
LBPA03204 HBDD00804
LBPA03204 HBDD01404
LBPA03204 LBLP00104
LBPA03204 PAFA01004
LBPA03301 HBDD00701
LBPA03301 HBDD00801
LBPA03301 HBDD01401
LBPA03301 LBLP00101
LBPA03301 PAFA01001
LBPA03304 GELE00104
LBPA03304 HBDD00704
LBPA03304 HBDD00804
LBPA03304 HBDD01404
LBPA03304 LBLP00104
LBPA03304 PAFA01004
LBPA03401 HBDD00701
LBPA03401 HBDD00801
LBPA03401 HBDD01401
LBPA03401 LBLP00101
LBPA03401 PAFA01001
LBPA03404 GELE00104
LBPA03404 HBDD00704
LBPA03404 HBDD00804
LBPA03404 HBDD01404
LBPA03404 LBLP00104
LBPA03404 PAFA01004
LBPA03501 HBDD00701
LBPA03501 HBDD00801
LBPA03501 HBDD01401
LBPA03501 LBLP00101
LBPA03501 PAFA01001
LBPA03504 GELE00104
LBPA03504 HBDD00704
LBPA03504 HBDD00804
LBPA03504 HBDD01404
LBPA03504 LBLP00104
LBPA03504 PAFA01004
LBPA03601 HBDD00701
LBPA03601 HBDD00801
LBPA03601 HBDD01401
LBPA03601 LBLP00101
LBPA03601 PAFA01001
LBPA03604 GELE00104
LBPA03604 HBDD00704
LBPA03604 HBDD00804
LBPA03604 HBDD01404
LBPA03604 LBLP00104
LBPA03604 PAFA01004
LBPA03701 HBDD00701
LBPA03701 HBDD00801
LBPA03701 HBDD01401
LBPA03701 LBLP00101
LBPA03701 PAFA01001
LBPA03704 GELE00104
LBPA03704 HBDD00704
LBPA03704 HBDD00804
LBPA03704 HBDD01404
LBPA03704 LBLP00104
LBPA03704 PAFA01004
LBPA03801 HBDD00701
LBPA03801 HBDD00801
LBPA03801 HBDD01401
LBPA03801 LBLP00101
LBPA03801 PAFA01001
LBPA03804 GELE00104
LBPA03804 HBDD00704
LBPA03804 HBDD00804
LBPA03804 HBDD01404
LBPA03804 LBLP00104
LBPA03804 PAFA01004
LBPA03901 HBDD00701
LBPA03901 HBDD00801
LBPA03901 HBDD01401
LBPA03901 LBLP00101
LBPA03901 PAFA01001
LBPA03904 GELE00104
LBPA03904 HBDD00704
LBPA03904 HBDD00804
LBPA03904 HBDD01404
LBPA03904 LBLP00104
LBPA03904 PAFA01004
LBPA04001 HBDD00701
LBPA04001 HBDD00801
LBPA04001 HBDD01401
LBPA04001 LBLP00101
LBPA04001 PAFA01001
LBPA04004 GELE00104
LBPA04004 HBDD00704
LBPA04004 HBDD00804
LBPA04004 HBDD01404
LBPA04004 LBLP00104
LBPA04004 PAFA01004
LBPA04101 HBDD00701
LBPA04101 HBDD00801
LBPA04101 HBDD01401
LBPA04101 LBLP00101
LBPA04101 PAFA01001
LBPA04104 GELE00104
LBPA04104 HBDD00704
LBPA04104 HBDD00804
LBPA04104 HBDD01404
LBPA04104 LBLP00104
LBPA04104 PAFA01004
LBPA04201 HBDD00701
LBPA04201 HBDD00801
LBPA04201 HBDD01401
LBPA04201 LBLP00101
LBPA04201 PAFA01001
LBPA04204 GELE00104
LBPA04204 HBDD00704
LBPA04204 HBDD00804
LBPA04204 HBDD01404
LBPA04204 LBLP00104
LBPA04204 PAFA01004
LBPA04301 LBLP00101
LBPA04301 PAFA01001
LBPA04304 GELE00104
LBPA04304 LBLP00104
LBPA04304 PAFA01004
LBQH00201 ZZLP02504
LCFA00104 GELE00104
LCFA00204 GELE00104
LCFA00301 ZZHA00101
LCFA00304 GELE00104
LCFA00304 ZZHA00104
LCFA00401 ZZHA00101
LCFA00404 GELE00104
LCFA00404 ZZHA00104
LCFA00501 ZZHA00101
LCFA00504 GELE00104
LCFA00504 ZZHA00104
LCFA00601 ZZHA00101
LCFA00604 GELE00104
LCFA00604 ZZHA00104
LCFA00701 ZZHA00101
LCFA00701 ZZLP02504
LCFA00801 ZZHA00101
LCFA00804 GELE00104
LCFA00804 ZZHA00104
LCFA00901 ZZHA00101
LCFA00904 GELE00104
LCFA00904 ZZHA00104
LCFA01001 ZZHA00101
LCFA01004 GELE00104
LCFA01004 ZZHA00104
LCFA01104 GELE00104
LCFA01201 ZZHA00101
LCFA01204 GELE00104
LCFA01204 ZZHA00104
LCGA00201 ZZLP02504
LCJA00204 GELE00104
LCJA00301 ZZLP02504
LCJA00401 ZZLP02504
LCMA00104 GELE00104
LCPA00104 GELE00104
LCPA00204 GELE00104
LCQH00101 ZZLP02504
LCQH00101 ZZQP00401
LCQJ00101 ZZLP02504
LCQJ00101 ZZQN00201
LCQK00101 ZZLP02504
LCQK00101 ZZQP00401
LCQK00201 ZZLP02504
LCQN00101 ZZLP02504
LCQN00101 ZZQN00201
LDAA00104 GELE00104
LDAA00204 GELE00104
LDCA00101 ACQP00201
LDCA00104 ACQP00204
LDCA00104 GELE00104
LDCA00201 PAFA01001
LDCA00204 GELE00104
LDCA00204 PAFA01004
LDCA00301 PAFA01001
LDCA00304 GELE00104
LDCA00304 PAFA01004
LDCA00401 ACQP00201
LDCA00404 ACQP00204
LDCA00404 GELE00104
LDCA00501 PAFA01001
LDCA00504 GELE00104
LDCA00504 PAFA01004
LDCA00601 ACQP00201
LDCA00601 PAFA01001
LDCA00604 ACQP00204
LDCA00604 GELE00104
LDCA00604 PAFA01004
LDCA00701 PAFA01001
LDCA00704 GELE00104
LDCA00704 PAFA01004
LDCA00801 ACQP00201
LDCA00804 ACQP00204
LDCA00804 GELE00104
LDCA00901 ACQP00201
LDCA00901 PAFA01001
LDCA00904 ACQP00204
LDCA00904 GELE00104
LDCA00904 PAFA01004
LDCA01004 GELE00104
LDCA01101 PAFA01001
LDCA01104 GELE00104
LDCA01104 PAFA01004
LDCA01204 GELE00104
LDCA01301 PAFA01001
LDCA01304 GELE00104
LDCA01304 PAFA01004
LDDA00101 PAFA01001
LDDA00104 GELE00104
LDDA00104 PAFA01004
LDEB00201 ZZLP02504
LDEP00201 ZZLP02504
LDEP00301 ZZLP02504
LDFA00104 GELE00104
LDFA00204 GELE00104
LDFA00304 GELE00104
LDFA00404 GELE00104
LDFA00504 GELE00104
LDFA00604 GELE00104
LDFA00701 PAFA01001
LDFA00704 GELE00104
LDFA00704 PAFA01004
LDFA00801 PAFA01001
LDFA00804 GELE00104
LDFA00804 PAFA01004
LDFA00901 PAFA01001
LDFA00904 FELF00104
LDFA00904 GELE00104
LDFA00904 PAFA01004
LDFA01001 AGQP00401
LDFA01001 AGQP00501
LDFA01001 AGQP00601
LDFA01001 PAFA01001
LDFA01004 AGQP00404
LDFA01004 AGQP00504
LDFA01004 AGQP00604
LDFA01004 FELF00104
LDFA01004 GELE00104
LDFA01004 PAFA01004
LDFA01104 GELE00104
LDFA01201 PAFA01001
LDFA01204 FELF00104
LDFA01204 GELE00104
LDFA01204 PAFA01004
LDGA00104 GELE00104
LDGA00204 GELE00104
LDHA00101 ACQP00201
LDHA00104 ACQP00204
LDHA00104 GELE00104
LDHA00204 GELE00104
LDMP00101 ZZLP02504
LDMP00201 ZZLP02504
LDMP00301 ZZLP02504
LDPA00101 PAFA01001
LDPA00104 GELE00104
LDPA00104 PAFA01004
LDPA00201 PAFA01001
LDPA00204 GELE00104
LDPA00204 PAFA01004
LDPA00301 PAFA01001
LDPA00304 GELE00104
LDPA00304 PAFA01004
LDPA00401 PAFA01001
LDPA00404 GELE00104
LDPA00404 PAFA01004
LDPA00501 ACQP00201
LDPA00501 PAFA01001
LDPA00504 ACQP00204
LDPA00504 GELE00104
LDPA00504 PAFA01004
LDPA00604 GELE00104
LDPA00701 PAFA01001
LDPA00704 GELE00104
LDPA00704 PAFA01004
LDPA00801 AGQP00401
LDPA00801 AGQP00501
LDPA00801 AGQP00601
LDPA00801 PAFA01001
LDPA00804 AGQP00404
LDPA00804 AGQP00504
LDPA00804 AGQP00604
LDPA00804 FELF00104
LDPA00804 GELE00104
LDPA00804 PAFA01004
LDPA00901 AGQP00401
LDPA00901 AGQP00501
LDPA00901 AGQP00601
LDPA00901 PAFA01001
LDPA00904 AGQP00404
LDPA00904 AGQP00504
LDPA00904 AGQP00604
LDPA00904 FELF00104
LDPA00904 GELE00104
LDPA00904 PAFA01004
LDPA01001 AGQP00401
LDPA01001 AGQP00501
LDPA01001 AGQP00601
LDPA01001 PAFA01001
LDPA01004 AGQP00404
LDPA01004 AGQP00504
LDPA01004 AGQP00604
LDPA01004 FELF00104
LDPA01004 GELE00104
LDPA01004 PAFA01004
LDQK00101 ZZLP02504
LDQK00201 ZZLP02504
LDQK00401 ZZLP02504
LDQK00501 ZZLP02504
LECA00101 PAFA01001
LECA00104 GELE00104
LECA00104 PAFA01004
LECA00204 GELE00104
LECA00301 PAFA01001
LECA00304 GELE00104
LECA00304 PAFA01004
LECA00404 GELE00104
LECA00501 PAFA01001
LECA00504 GELE00104
LECA00504 PAFA01004
LECA00601 PAFA01001
LECA00604 GELE00104
LECA00604 PAFA01004
LECC00101 PAFA01001
LECC00104 GELE00104
LECC00104 PAFA01004
LEFA00101 AGQP00401
LEFA00101 AGQP00501
LEFA00101 AGQP00601
LEFA00101 PAFA01001
LEFA00104 AGQP00404
LEFA00104 AGQP00504
LEFA00104 AGQP00604
LEFA00104 FELF00104
LEFA00104 GELE00104
LEFA00104 PAFA01004
LEFA00201 AGQP00501
LEFA00201 AGQP00601
LEFA00204 AGQP00504
LEFA00204 AGQP00604
LEFA00204 GELE00104
LEFA00301 AGQP00501
LEFA00301 AGQP00601
LEFA00304 AGQP00504
LEFA00304 AGQP00604
LEFA00304 GELE00104
LEFA00401 PAFA01001
LEFA00404 FELF00104
LEFA00404 GELE00104
LEFA00404 PAFA01004
LEFA00501 AGQP00401
LEFA00501 AGQP00501
LEFA00501 AGQP00601
LEFA00501 PAFA01001
LEFA00504 AGQP00404
LEFA00504 AGQP00504
LEFA00504 AGQP00604
LEFA00504 FELF00104
LEFA00504 GELE00104
LEFA00504 PAFA01004
LEFA00601 PAFA01001
LEFA00604 FELF00104
LEFA00604 GELE00104
LEFA00604 PAFA01004
LEFA00701 PAFA01001
LEFA00704 FELF00104
LEFA00704 GELE00104
LEFA00704 PAFA01004
LEFA00801 AGQP00401
LEFA00801 AGQP00501
LEFA00801 AGQP00601
LEFA00801 PAFA01001
LEFA00804 AGQP00404
LEFA00804 AGQP00504
LEFA00804 AGQP00604
LEFA00804 FELF00104
LEFA00804 GELE00104
LEFA00804 PAFA01004
LEFA00901 AGQP00401
LEFA00901 AGQP00501
LEFA00901 AGQP00601
LEFA00901 PAFA01001
LEFA00904 AGQP00404
LEFA00904 AGQP00504
LEFA00904 AGQP00604
LEFA00904 FELF00104
LEFA00904 GELE00104
LEFA00904 PAFA01004
LEFA01001 PAFA01001
LEFA01004 FELF00104
LEFA01004 GELE00104
LEFA01004 PAFA01004
LEFA01101 AGQP00501
LEFA01101 AGQP00601
LEFA01101 PAFA01001
LEFA01104 AGQP00504
LEFA01104 AGQP00604
LEFA01104 GELE00104
LEFA01104 PAFA01004
LEFA01201 AGQP00401
LEFA01201 AGQP00501
LEFA01201 AGQP00601
LEFA01201 PAFA01001
LEFA01204 AGQP00404
LEFA01204 AGQP00504
LEFA01204 AGQP00604
LEFA01204 FELF00104
LEFA01204 GELE00104
LEFA01204 PAFA01004
LEFA01301 AGQP00501
LEFA01301 AGQP00601
LEFA01304 AGQP00504
LEFA01304 AGQP00604
LEFA01304 GELE00104
LEFC00204 GELE00104
LEGA00104 GELE00104
LEGA00204 GELE00104
LEHA00104 GELE00104
LEHA00204 GELE00104
LEHA00304 GELE00104
LEHC00104 GELE00104
LEMA00101 AGQP00401
LEMA00101 AGQP00501
LEMA00101 AGQP00601
LEMA00101 PAFA01001
LEMA00104 AGQP00404
LEMA00104 AGQP00504
LEMA00104 AGQP00604
LEMA00104 FELF00104
LEMA00104 GELE00104
LEMA00104 PAFA01004
LEMA00201 AGQP00401
LEMA00201 AGQP00501
LEMA00201 AGQP00601
LEMA00201 PAFA01001
LEMA00204 AGQP00404
LEMA00204 AGQP00504
LEMA00204 AGQP00604
LEMA00204 FELF00104
LEMA00204 GELE00104
LEMA00204 PAFA01004
LEMA00301 AGQP00401
LEMA00301 AGQP00501
LEMA00301 AGQP00601
LEMA00301 PAFA01001
LEMA00304 AGQP00404
LEMA00304 AGQP00504
LEMA00304 AGQP00604
LEMA00304 FELF00104
LEMA00304 GELE00104
LEMA00304 PAFA01004
LEMA00401 AGQP00401
LEMA00401 AGQP00501
LEMA00401 AGQP00601
LEMA00401 PAFA01001
LEMA00404 AGQP00404
LEMA00404 AGQP00504
LEMA00404 AGQP00604
LEMA00404 FELF00104
LEMA00404 GELE00104
LEMA00404 PAFA01004
LEMP00101 ZZLP02504
LEPA00101 PAFA01001
LEPA00104 FELF00104
LEPA00104 GELE00104
LEPA00104 PAFA01004
LEPA00201 PAFA01001
LEPA00204 FELF00104
LEPA00204 GELE00104
LEPA00204 PAFA01004
LEPA00301 AGQP00401
LEPA00301 AGQP00501
LEPA00301 AGQP00601
LEPA00301 PAFA01001
LEPA00304 AGQP00404
LEPA00304 AGQP00504
LEPA00304 AGQP00604
LEPA00304 FELF00104
LEPA00304 GELE00104
LEPA00304 PAFA01004
LEPA00401 AGQP00401
LEPA00401 AGQP00501
LEPA00401 AGQP00601
LEPA00401 PAFA01001
LEPA00404 AGQP00404
LEPA00404 AGQP00504
LEPA00404 AGQP00604
LEPA00404 FELF00104
LEPA00404 GELE00104
LEPA00404 PAFA01004
LEPA00501 PAFA01001
LEPA00504 FELF00104
LEPA00504 GELE00104
LEPA00504 PAFA01004
LEPA00601 PAFA01001
LEPA00604 FELF00104
LEPA00604 GELE00104
LEPA00604 PAFA01004
LEPA00701 AGQP00401
LEPA00701 AGQP00501
LEPA00701 AGQP00601
LEPA00701 PAFA01001
LEPA00704 AGQP00404
LEPA00704 AGQP00504
LEPA00704 AGQP00604
LEPA00704 FELF00104
LEPA00704 GELE00104
LEPA00704 PAFA01004
LEPA00801 AGQP00401
LEPA00801 AGQP00501
LEPA00801 AGQP00601
LEPA00801 PAFA01001
LEPA00804 AGQP00404
LEPA00804 AGQP00504
LEPA00804 AGQP00604
LEPA00804 FELF00104
LEPA00804 GELE00104
LEPA00804 PAFA01004
LEPA00901 PAFA01001
LEPA00904 FELF00104
LEPA00904 GELE00104
LEPA00904 PAFA01004
LEQK00101 ZZLP02504
LEQK00201 ZZLP02504
LFAA00104 GELE00104
LFAA00204 GELE00104
LFCA00104 GELE00104
LFCA00204 GELE00104
LFCA00304 GELE00104
LFCA00401 PAFA01001
LFCA00404 GELE00104
LFCA00404 PAFA01004
LFCA00501 PAFA01001
LFCA00504 GELE00104
LFCA00504 PAFA01004
LFCC00101 PAFA01001
LFCC00104 GELE00104
LFCC00104 PAFA01004
LFDA00101 PAFA01001
LFDA00104 GELE00104
LFDA00104 PAFA01004
LFDA00201 PAFA01001
LFDA00204 GELE00104
LFDA00204 PAFA01004
LFDA00301 PAFA01001
LFDA00304 GELE00104
LFDA00304 PAFA01004
LFDA00401 PAFA01001
LFDA00404 GELE00104
LFDA00404 PAFA01004
LFDA00501 PAFA01001
LFDA00504 GELE00104
LFDA00504 PAFA01004
LFDA00601 PAFA01001
LFDA00604 GELE00104
LFDA00604 PAFA01004
LFDA00701 PAFA01001
LFDA00704 GELE00104
LFDA00704 PAFA01004
LFDA00801 PAFA01001
LFDA00804 GELE00104
LFDA00804 PAFA01004
LFDA00901 PAFA01001
LFDA00904 GELE00104
LFDA00904 PAFA01004
LFDA01001 PAFA01001
LFDA01004 GELE00104
LFDA01004 PAFA01004
LFDA01101 PAFA01001
LFDA01104 GELE00104
LFDA01104 PAFA01004
LFDA01201 PAFA01001
LFDA01204 GELE00104
LFDA01204 PAFA01004
LFDA01301 PAFA01001
LFDA01304 GELE00104
LFDA01304 PAFA01004
LFDA01401 PAFA01001
LFDA01404 GELE00104
LFDA01404 PAFA01004
LFEP00101 ZZLP02504
LFFA00104 GELE00104
LFFA00204 GELE00104
LFFA00304 GELE00104
LFFA00401 LHDA00301
LFFA00404 GELE00104
LFFA00404 LHDA00304
LFFA00504 GELE00104
LFFA00604 GELE00104
LFFA00701 LHDA00301
LFFA00704 GELE00104
LFFA00704 LHDA00304
LFFA00801 AGQP00401
LFFA00801 AGQP00501
LFFA00801 AGQP00601
LFFA00801 PAFA01001
LFFA00804 AGQP00404
LFFA00804 AGQP00504
LFFA00804 AGQP00604
LFFA00804 FELF00104
LFFA00804 GELE00104
LFFA00804 PAFA01004
LFFA00901 PAFA01001
LFFA00904 FELF00104
LFFA00904 GELE00104
LFFA00904 PAFA01004
LFFA01001 PAFA01001
LFFA01004 GELE00104
LFFA01004 PAFA01004
LFFA01104 GELE00104
LFFA01201 AGQP00401
LFFA01201 AGQP00501
LFFA01201 AGQP00601
LFFA01201 PAFA01001
LFFA01204 AGQP00404
LFFA01204 AGQP00504
LFFA01204 AGQP00604
LFFA01204 FELF00104
LFFA01204 GELE00104
LFFA01204 PAFA01004
LFFA01301 PAFA01001
LFFA01304 FELF00104
LFFA01304 GELE00104
LFFA01304 PAFA01004
LFFC00204 GELE00104
LFGA00104 GELE00104
LFHA00104 GELE00104
LFHC00104 GELE00104
LFKA00104 GELE00104
LFMA00101 AGQP00401
LFMA00101 AGQP00501
LFMA00101 AGQP00601
LFMA00101 PAFA01001
LFMA00104 AGQP00404
LFMA00104 AGQP00504
LFMA00104 AGQP00604
LFMA00104 FELF00104
LFMA00104 GELE00104
LFMA00104 PAFA01004
LFMP00101 ZZLP02504
LFPA00101 AGQP00401
LFPA00101 AGQP00501
LFPA00101 AGQP00601
LFPA00101 PAFA01001
LFPA00104 AGQP00404
LFPA00104 AGQP00504
LFPA00104 AGQP00604
LFPA00104 FELF00104
LFPA00104 GELE00104
LFPA00104 PAFA01004
LFPA00201 AGQP00401
LFPA00201 AGQP00501
LFPA00201 AGQP00601
LFPA00201 PAFA01001
LFPA00204 AGQP00404
LFPA00204 AGQP00504
LFPA00204 AGQP00604
LFPA00204 FELF00104
LFPA00204 GELE00104
LFPA00204 PAFA01004
LFPA00301 PAFA01001
LFPA00304 FELF00104
LFPA00304 GELE00104
LFPA00304 PAFA01004
LFQK00101 ZZLP02504
LFQK00201 ZZLP02504
LGCA00104 GELE00104
LGFA00101 ZZHA00101
LGFA00104 FELF00104
LGFA00104 GELE00104
LGFA00104 ZZHA00104
LGFA00201 PAFA01001
LGFA00201 ZZHA00101
LGFA00204 FELF00104
LGFA00204 GELE00104
LGFA00204 PAFA01004
LGFA00204 ZZHA00104
LGFA00301 ZZHA00101
LGFA00304 FELF00104
LGFA00304 GELE00104
LGFA00304 ZZHA00104
LGFA00401 ZZHA00101
LGFA00404 FELF00104
LGFA00404 GELE00104
LGFA00404 ZZHA00104
LGFA00501 ZZHA00101
LGFA00504 GELE00104
LGFA00504 ZZHA00104
LGFA00601 PAFA01001
LGFA00601 ZZHA00101
LGFA00604 FELF00104
LGFA00604 GELE00104
LGFA00604 PAFA01004
LGFA00604 ZZHA00104
LGQK00101 ZZLP02504
LHCA00104 GELE00104
LHCA00204 GELE00104
LHCA01001 PAFA01001
LHCA01004 GELE00104
LHCA01004 PAFA01004
LHCA01104 GELE00104
LHCA01601 PAFA01001
LHCA01604 GELE00104
LHCA01604 PAFA01004
LHDA00101 PAFA01001
LHDA00104 GELE00104
LHDA00104 PAFA01004
LHDA00201 PAFA01001
LHDA00204 GELE00104
LHDA00204 PAFA01004
LHEB00101 ZZLP02504
LHEB00201 ZZLP02504
LHEP00301 ZZLP02504
LHEP00401 ZZLP02504
LHEP00501 ZZLP02504
LHFA00101 AGQP00401
LHFA00101 AGQP00501
LHFA00101 AGQP00601
LHFA00104 AGQP00404
LHFA00104 AGQP00504
LHFA00104 AGQP00604
LHFA00104 FELF00104
LHFA00104 GELE00104
LHFA00301 AGQP00401
LHFA00301 AGQP00501
LHFA00301 AGQP00601
LHFA00301 LGDA00101
LHFA00304 AGQP00404
LHFA00304 AGQP00504
LHFA00304 AGQP00604
LHFA00304 FELF00104
LHFA00304 GELE00104
LHFA00304 LGDA00104
LHFA01301 AGQP00401
LHFA01301 AGQP00501
LHFA01301 AGQP00601
LHFA01301 LGDA00101
LHFA01304 AGQP00404
LHFA01304 AGQP00504
LHFA01304 AGQP00604
LHFA01304 FELF00104
LHFA01304 GELE00104
LHFA01304 LGDA00104
LHFA01604 GELE00104
LHFA01904 GELE00104
LHFA02404 GELE00104
LHFA02501 AGQP00401
LHFA02501 AGQP00501
LHFA02501 AGQP00601
LHFA02501 LGDA00101
LHFA02504 AGQP00404
LHFA02504 AGQP00504
LHFA02504 AGQP00604
LHFA02504 FELF00104
LHFA02504 GELE00104
LHFA02504 LGDA00104
LHFA02701 AGQP00401
LHFA02701 AGQP00501
LHFA02701 AGQP00601
LHFA02704 AGQP00404
LHFA02704 AGQP00504
LHFA02704 AGQP00604
LHFA02704 FELF00104
LHFA02704 GELE00104
LHFA02801 AGQP00401
LHFA02801 AGQP00501
LHFA02801 AGQP00601
LHFA02801 LGDA00101
LHFA02804 AGQP00404
LHFA02804 AGQP00504
LHFA02804 AGQP00604
LHFA02804 FELF00104
LHFA02804 GELE00104
LHFA02804 LGDA00104
LHFA02901 AGQP00401
LHFA02901 AGQP00501
LHFA02901 AGQP00601
LHFA02901 LGDA00101
LHFA02904 AGQP00404
LHFA02904 AGQP00504
LHFA02904 AGQP00604
LHFA02904 FELF00104
LHFA02904 GELE00104
LHFA02904 LGDA00104
LHFA03101 ZZHA00101
LHFA03104 FELF00104
LHFA03104 GELE00104
LHFA03104 ZZHA00104
LHFH00101 ZZHA00101
LHFH00104 ZZHA00104
LHGA00404 GELE00104
LHGA00604 GELE00104
LHGA00704 GELE00104
LHHA00604 GELE00104
LHHA00704 GELE00104
LHHH00101 ZZLP02504
LHHH00201 ZZLP02504
LHHH00301 ZZLP02504
LHLH00201 ZZLP02504
LHMA00301 AGQP00401
LHMA00301 AGQP00501
LHMA00301 AGQP00601
LHMA00301 LGDA00101
LHMA00301 PAFA01001
LHMA00304 AGQP00404
LHMA00304 AGQP00504
LHMA00304 AGQP00604
LHMA00304 FELF00104
LHMA00304 GELE00104
LHMA00304 LGDA00104
LHMA00304 PAFA01004
LHMA00401 AGQP00401
LHMA00401 AGQP00501
LHMA00401 AGQP00601
LHMA00401 LGDA00101
LHMA00401 PAFA01001
LHMA00404 AGQP00404
LHMA00404 AGQP00504
LHMA00404 AGQP00604
LHMA00404 FELF00104
LHMA00404 GELE00104
LHMA00404 LGDA00104
LHMA00404 PAFA01004
LHMA00601 AGQP00401
LHMA00601 AGQP00501
LHMA00601 AGQP00601
LHMA00601 PAFA01001
LHMA00604 AGQP00404
LHMA00604 AGQP00504
LHMA00604 AGQP00604
LHMA00604 FELF00104
LHMA00604 GELE00104
LHMA00604 PAFA01004
LHMA00704 GELE00104
LHMA00801 PAFA01001
LHMA00804 GELE00104
LHMA00804 PAFA01004
LHMA01101 AGQP00401
LHMA01101 AGQP00501
LHMA01101 AGQP00601
LHMA01101 PAFA01001
LHMA01104 AGQP00404
LHMA01104 AGQP00504
LHMA01104 AGQP00604
LHMA01104 GELE00104
LHMA01104 PAFA01004
LHMA01301 AGQP00401
LHMA01301 AGQP00501
LHMA01301 AGQP00601
LHMA01301 LGDA00101
LHMA01301 PAFA01001
LHMA01304 AGQP00404
LHMA01304 AGQP00504
LHMA01304 AGQP00604
LHMA01304 FELF00104
LHMA01304 GELE00104
LHMA01304 LGDA00104
LHMA01304 PAFA01004
LHMA01401 AGQP00401
LHMA01401 AGQP00501
LHMA01401 AGQP00601
LHMA01401 LGDA00101
LHMA01401 PAFA01001
LHMA01404 AGQP00404
LHMA01404 AGQP00504
LHMA01404 AGQP00604
LHMA01404 FELF00104
LHMA01404 GELE00104
LHMA01404 LGDA00104
LHMA01404 PAFA01004
LHMA01501 AGQP00401
LHMA01501 AGQP00501
LHMA01501 AGQP00601
LHMA01501 LGDA00101
LHMA01501 PAFA01001
LHMA01504 AGQP00404
LHMA01504 AGQP00504
LHMA01504 AGQP00604
LHMA01504 FELF00104
LHMA01504 GELE00104
LHMA01504 LGDA00104
LHMA01504 PAFA01004
LHMA01604 GELE00104
LHMH00101 ZZLP05404
LHMH00201 ZZLP02504
LHMH00301 ZZLP05404
LHMH00401 ZZLP05404
LHMH00501 ZZLP02504
LHMH00601 ZZLP05404
LHMH02704 GELE00104
LHMH14004 GELE00104
LHMH18201 ZZLP05404
LHMH22804 GELE00104
LHMH44401 YYYY14001
LHMH44401 YYYY30001
LHMH44401 ZZLP05404
LHMH45404 GELE00104
LHNH00101 ZZLP02504
LHPA00304 GELE00104
LHPA00404 GELE00104
LHPA00604 GELE00104
LHPA01004 GELE00104
LHPH90701 ZZLP02504
